X,Y,Z,Digit
5.256221,8.254525,4.870252,1
4.245434,7.506782,6.6824613,0
3.4912744,9.722672,5.5507894,0
4.3380566,7.2724085,4.8270836,0
5.206333,8.286166,4.935364,1
2.4489217,9.506375,7.5813575,1
4.3033056,9.591165,6.2806826,0
4.16195,9.5421715,6.099235,0
3.3770108,8.927119,5.814097,0
2.6204593,9.309852,5.9153,0
2.8743343,8.284058,5.4654436,1
5.0055003,8.089784,4.5554004,0
5.99032,7.1930943,4.7139173,0
3.1098804,8.167915,8.266974,0
4.0441446,8.571209,7.839978,0
3.971456,6.8259616,5.957161,0
3.7381556,9.638239,5.929311,0
6.029589,9.33339,5.213983,0
5.3996267,9.512567,6.45702,0
4.9516635,6.920941,4.343851,0
3.4961565,6.983586,6.5987997,0
3.8945818,9.979448,6.081906,0
3.6119974,8.030426,7.0580277,0
5.262472,7.739472,5.3936977,0
3.970968,9.103865,7.0524592,0
6.3106685,8.510919,5.368061,0
2.519892,9.264742,7.8670774,1
4.4632044,7.057241,5.1828127,0
6.2270484,8.851058,5.402822,0
6.173347,7.230892,4.766575,0
5.9337606,7.76503,4.5168724,0
5.766196,8.517196,4.7063417,0
4.622048,7.3451576,7.0718246,0
5.4166336,7.7587466,6.2479,0
1.3053523,6.5023966,6.2412333,1
5.235727,9.650417,6.581108,0
4.8852177,8.1012535,7.3948636,0
3.9767828,7.119278,6.719038,0
4.8424563,6.729593,6.099143,0
6.1931486,8.573438,4.2169666,0
4.9249763,9.11683,5.2235627,0
3.8260562,8.458557,5.725775,0
2.1951244,6.140294,5.9604034,0
3.679351,8.151628,7.576015,0
6.1452007,8.811557,4.457037,0
5.6890182,8.137327,4.5206285,1
4.0094137,8.463155,6.24304,1
4.7400846,8.538392,6.447952,0
3.4453266,8.748647,5.8011374,0
6.3443294,7.1341534,5.2349043,0
4.9059105,7.675529,4.9906254,0
4.5967226,7.7294784,5.0037813,0
5.160254,6.8465137,4.854982,0
2.0253336,6.386397,7.1435533,0
2.4080794,8.033573,6.6521993,0
4.4759154,7.173439,7.160216,0
4.612543,8.251908,6.543864,0
5.884374,6.758935,5.075294,0
5.209885,7.797193,7.264757,0
3.9231837,9.933393,6.824595,0
2.5658095,9.3360405,5.596121,1
4.1061687,6.8280716,5.8002195,1
3.7047112,9.525941,6.269321,0
3.5810096,9.406644,6.8353806,0
3.1921246,8.296174,8.194918,0
4.269463,8.970169,5.920394,0
4.593557,8.507119,5.008772,0
3.3149474,8.322338,8.038923,0
5.1281404,9.814222,6.7240458,0
4.7146916,7.5454144,4.085993,0
4.306004,6.9502563,6.9760528,0
4.2826695,7.2815194,6.366407,0
1.620797,6.3490295,6.5693746,0
5.00464,6.982128,4.254366,0
3.6938877,9.506247,7.236808,0
1.8398676,6.1767573,6.174185,0
6.2605753,9.781415,4.802099,1
3.0019865,8.12679,5.585857,0
2.602978,9.074974,7.6455927,0
5.429214,9.664689,6.375864,0
5.2594595,9.6088,6.7328043,0
1.902981,6.094445,6.114095,0
3.4493713,8.631253,6.014804,0
2.3180184,6.1174293,5.637917,1
4.9370127,9.970351,6.7728405,0
6.325141,8.761062,5.689591,1
3.1667252,8.735107,7.538621,0
1.343784,6.962579,6.51497,1
6.3234215,8.718293,5.653733,1
6.087421,8.640824,6.217156,1
5.6467233,8.849347,4.214358,0
5.3682375,6.743295,5.860719,1
5.440924,8.560999,4.7624593,0
6.0954432,6.723909,4.7327685,1
3.6863801,9.596832,5.3731747,0
2.234887,6.180136,6.2607527,0
2.009163,5.9091463,6.2136474,0
2.572153,6.086693,6.4513006,0
5.6600957,8.784132,4.2198267,0
4.90963,8.233414,6.732996,0
1.164636,6.7286663,6.1070914,1
1.9553015,6.349222,7.123526,0
3.3467796,7.0449247,4.998593,0
3.7300837,9.376495,7.2363997,0
4.7754006,7.4479103,7.183099,0
1.0802792,6.8722634,6.2166777,1
6.1640654,9.093413,4.5762157,0
4.04248,7.2282495,6.9208364,0
3.037181,8.089385,8.319476,0
4.49775,8.157118,6.8924823,0
6.016114,8.522643,4.514785,0
1.9527398,6.2548485,6.2291107,0
3.285938,8.098342,6.2144465,0
2.4658005,9.488928,7.613369,0
2.8416386,8.239284,6.6608768,0
3.9044533,6.717871,5.892878,0
3.4370651,9.001628,6.7344017,0
4.625479,7.3722353,4.8854017,0
2.7039983,6.0976024,5.59937,0
3.263061,8.403517,6.6280804,0
5.0801826,7.8701363,6.5052724,0
5.6403303,8.7540865,4.480437,0
6.2054996,8.643039,4.042142,0
6.030391,8.958166,4.566291,0
5.1808405,9.053106,4.7397895,0
2.3987417,6.2428575,6.516208,0
3.405582,6.3671494,6.153337,0
3.1195242,6.960233,6.6245527,0
5.660109,8.731668,4.8779697,0
4.9653993,6.900715,4.3762555,0
3.8324914,9.951332,6.429046,0
4.491587,8.402515,7.5183473,0
4.1557584,9.504337,6.6389856,0
2.1594722,7.9272475,6.896501,0
3.887463,9.120714,6.0479946,0
4.003256,9.920173,7.056864,0
4.1199317,8.539585,7.785664,0
2.8936138,7.559887,5.569941,0
3.8182297,9.383731,6.496451,0
4.1480284,7.6616673,5.8601923,0
3.0570052,8.633273,7.7795944,0
4.946252,7.3494487,6.9737153,1
4.8913794,7.437947,5.0403914,0
3.5806103,8.565532,7.818452,0
4.3057933,7.0673428,4.535648,0
4.513588,6.9871874,4.9532137,0
1.8386911,6.0965815,6.143329,0
2.4990327,5.9981685,6.090036,0
4.1286626,8.636364,5.7418795,0
2.5802507,9.2642145,5.630747,0
3.0350363,8.927027,5.755179,0
4.355345,7.0528026,4.6416516,0
5.734836,6.5921817,4.7920976,0
4.6421614,9.155599,5.594351,0
3.5071554,8.230784,7.848365,0
4.195274,7.308568,6.771691,0
4.239513,8.764771,6.9807463,0
3.4837945,8.6441345,6.4560156,0
5.0208535,9.021601,7.1567893,0
6.012575,8.663045,4.3330755,0
2.8640091,9.252958,6.8925138,0
5.851855,7.7213182,5.846393,0
2.726055,8.322441,7.479197,0
3.4240189,6.1862164,5.5394387,0
3.5490723,8.331227,7.7254353,0
4.283112,9.190765,6.61473,0
4.5583653,7.181005,4.3745995,0
4.138677,6.7784486,5.7681403,0
2.863953,7.9330306,5.451275,1
1.0596799,6.612542,6.431224,1
6.063567,6.8566475,5.096968,0
5.807013,7.313651,4.112411,0
