X,Y,Z,Digit
4.326098,7.090627,2.488081,1
4.098004,7.431687,2.7948704,1
4.6447,7.218616,2.583695,1
4.1659193,7.1255946,2.7264044,1
4.0464573,6.8961554,2.4866183,1
4.2248507,7.205731,2.601805,1
4.4337273,6.979423,2.78857,1
4.5487356,7.232199,2.646581,1
4.0814247,6.997289,2.5863829,1
4.1424956,7.216956,2.6718016,1
7.592299,6.0409784,3.8197043,0
9.907256,5.970565,3.3582256,0
10.060101,5.758048,3.3904586,0
7.3661275,6.022157,3.7941427,0
6.3358917,6.7689934,4.296316,0
8.795739,8.476677,3.4591396,0
5.8595862,7.2298965,3.5236998,0
6.487814,6.6061606,4.037763,0
7.213285,6.6575427,3.624678,0
9.8742485,5.946263,3.268452,0
5.9130735,6.5259457,3.070826,0
9.885045,4.3006845,2.867905,0
7.0265355,7.7762895,4.616825,0
7.496483,7.478733,4.4030104,0
5.279378,7.4085546,3.6861532,0
5.794101,7.29316,4.2187257,0
7.7296386,6.2000747,3.7119768,0
7.184142,6.248642,3.8939376,0
8.791015,6.110376,3.498629,0
5.8040376,6.671715,3.1890202,0
6.8999906,8.164027,4.491459,0
6.857833,6.5928245,4.0269427,0
6.4592495,6.777654,3.5117614,0
8.354213,8.892245,3.5869224,0
10.474696,6.0976067,2.3242078,0
6.0990868,7.6359706,3.908874,0
6.711609,6.7199893,3.8091018,0
8.630969,8.649425,3.7875292,0
8.199179,8.852295,3.7388766,0
8.452367,8.300583,3.7094574,0
8.198965,8.486314,3.6740713,0
8.766802,8.133424,3.6653767,0
8.795827,8.30016,3.8756866,0
8.979111,8.165947,3.8404438,0
6.6623683,7.1750226,4.0553083,0
6.490805,6.975738,4.256148,0
5.465271,6.796746,3.0839367,0
9.935868,3.6824808,2.924948,0
6.661591,6.700233,3.810413,0
6.151366,6.9255853,4.19266,0
6.682934,7.4234056,3.8579454,0
6.8828077,6.417645,3.63661,0
7.4094043,6.5226626,3.6341233,0
7.162993,8.089434,4.1086936,0
7.6552863,6.895582,3.82397,0
7.1755676,6.8053403,3.447539,0
8.9059725,8.047115,4.0202675,0
7.413983,6.942311,3.5365167,0
8.738158,8.164477,4.0375347,0
7.423663,7.1792445,3.8573844,0
6.1021295,7.762045,4.037674,0
6.4298453,7.802355,4.024945,0
7.340183,7.550106,4.270281,0
8.724408,8.343127,3.3398056,0
8.222572,8.574029,3.8891034,0
7.7457595,8.213991,4.0660143,0
8.474057,8.8220415,3.647782,0
7.4373436,6.97296,3.579777,0
7.5080347,7.803452,4.2600994,0
10.010416,5.2694855,2.9338264,0
7.5440884,7.141773,3.5325801,0
6.2480702,7.7607126,4.4151325,0
7.075244,8.636519,4.362034,0
7.2965355,8.467614,4.241739,0
6.8597927,8.07129,4.1599326,0
6.5142245,7.9284635,4.1463447,0
7.364875,7.9459124,3.997356,0
7.374595,7.9973226,4.334373,0
7.5736794,8.608046,4.1703053,0
7.554752,8.096871,4.28953,0
7.6146784,7.984374,3.6584945,0
10.002465,3.800853,2.918599,0
10.204594,3.9543388,2.7912319,0
10.392737,3.728081,2.6842694,0
10.272278,3.8071756,2.8085039,0
10.480086,5.560202,3.2209845,0
10.646998,5.3511553,3.0254385,0
10.381366,5.141077,1.9816067,0
10.364916,5.420164,1.6981987,0
10.555473,5.542894,2.4268007,0
10.065643,5.6132903,1.7260551,0
9.897582,5.3170013,1.9667175,0
10.215915,4.7032313,2.573139,0
10.0829,5.5951357,1.8611287,0
10.512281,5.646443,2.215795,0
10.50057,4.209295,2.7472327,0
10.162333,4.5360513,2.6340957,0
10.876902,5.4550776,2.1887748,0
10.799049,5.0345073,1.9528612,0
11.213372,4.6907706,2.013554,0
10.964414,3.8180826,2.6020076,0
10.852151,3.478235,2.4636025,0
10.838926,3.5844166,2.5928652,0
10.944573,3.4616225,2.3374243,0
11.475658,4.756732,1.9383373,0
10.850405,5.099319,3.0063443,0
11.09661,5.1676483,1.7363197,0
11.423049,4.781217,1.8558412,0
10.40869,5.1621337,1.5173248,0
11.752479,4.1789193,2.0141144,0
11.6880665,4.291627,1.9525032,0
11.0548725,4.9740996,2.1242075,0
10.034458,5.4891434,2.0678337,0
10.065662,5.6564937,1.7685186,0
10.21859,4.7326965,2.8599267,0
11.360701,4.5680704,2.4095602,0
10.822251,5.5925674,2.0987778,0
11.287248,3.8237774,2.0622683,0
11.208351,4.671254,2.6101084,0
11.338457,3.944048,1.9464542,0
11.179511,3.6791549,2.0335429,0
10.172369,4.8794208,2.9707756,0
11.1566305,4.8693333,2.7038684,0
11.560552,4.581495,2.2196302,0
11.05901,5.2228713,1.8222252,0
11.023919,4.283555,1.8775302,0
11.243727,4.1008887,2.4416575,0
11.363801,4.189128,2.4005752,0
11.308735,4.2932615,1.8044546,0
