X,Y,Z,Digit
3.398355,6.2319546,6.1476245,5
3.0411615,8.770908,11.857617,0
2.570859,2.705565,0.79457474,4
-0.84546834,-0.5646976,8.60532,1
-1.7789035,0.51173794,-1.1405814,9
0.2554558,10.2293,6.327974,2
4.1000457,-0.72944665,10.472856,1
2.6136367,5.979585,5.913046,3
3.3269536,-1.0948384,9.490362,1
2.9784803,-0.27315557,3.4480472,4
1.6294856,6.668609,6.3915334,3
-2.744444,3.7107167,6.151218,5
1.4373312,6.772216,3.0921319,3
-4.725086,9.163355,12.038387,6
3.094343,-1.4743117,9.846417,1
0.073772535,2.4517283,-3.9986737,7
-1.698682,10.508284,6.6644006,2
-0.016081912,2.5493908,6.961302,8
-2.1285775,7.297242,10.157358,6
0.10009156,2.4080434,-4.389601,9
1.4668826,6.58362,3.0132027,4
2.3856463,8.8924675,11.744452,0
1.0216119,-0.5547658,2.509103,9
-0.8537325,-0.558005,8.600523,1
1.6293136,-0.084123045,10.9013,1
0.3830149,9.534133,5.8093123,2
2.3253546,-0.21594423,1.0852393,4
2.501547,6.2289743,5.6641755,3
0.8274125,8.464411,4.606465,2
-0.8999302,-0.4962199,8.626509,7
1.2081386,6.1068296,3.1871424,3
-0.4715888,2.4953775,7.01253,8
-4.665679,9.661843,11.268109,6
0.028968845,2.9994507,-5.340005,9
3.0759192,7.763469,11.4969,0
-2.4564662,4.496455,6.6460195,5
-2.3449576,7.7257175,9.919591,6
2.8431878,8.006558,11.53874,0
-0.31147793,0.9908197,0.46221006,7
-2.5355177,8.10001,10.13453,6
2.0838654,-1.1771545,9.531727,1
0.35307536,3.2251053,7.0119076,8
-0.50202215,1.3310612,-1.8219562,7
0.4288596,-0.53559643,2.3282993,9
1.6038513,4.8182273,4.561652,3
0.102121435,1.1520426,-2.9382133,9
0.82413864,3.4457953,5.7570186,8
-2.4486787,4.154472,5.840352,5
1.3987199,4.5092683,5.4267683,9
2.4706018,5.7292013,5.758126,3
1.2719799,6.7391243,5.811284,3
2.8059077,9.408289,11.660445,0
-0.7994076,1.8840933,-1.4921567,7
0.10185132,2.3002439,-4.3210115,4
-0.22704963,0.7818373,-1.9259458,9
-0.20341593,2.4016914,6.120201,8
3.7492673,10.113762,11.316586,0
0.025759978,1.9140983,-3.7331526,9
3.4306486,1.1690977,1.0443941,4
-1.305659,0.34357378,10.940876,1
2.9870343,2.0566862,1.3552839,4
0.9124954,-0.4738825,3.1713789,4
-0.2552642,5.4209566,7.204786,6
2.4334483,9.060455,11.958004,0
