X,Y,Z,Digit
11.881626,3.4373016,6.4523935,5
9.105172,-0.40399227,10.838792,0
6.1869226,11.130119,2.842532,4
14.232915,6.671554,2.6358957,1
9.504154,13.608876,1.5036285,9
6.0654836,4.824897,8.626413,2
14.8575325,8.6694975,7.6565256,1
11.180244,3.7137403,6.1609044,3
14.483844,8.895199,6.4665275,1
7.6447477,8.247722,2.2681048,4
10.2514715,3.6614122,7.076876,3
11.902118,2.1055524,2.618704,5
9.072326,6.1841025,6.547742,3
5.2093034,-3.303506,5.7509704,6
15.012942,8.942584,6.332361,1
12.4368305,11.748983,-1.2301611,7
5.324888,5.3509603,9.605414,2
9.637302,3.5512655,1.8255287,8
8.003019,-0.9240685,5.9929347,6
12.747743,11.746011,-1.4515351,9
9.064204,6.2912693,6.4472647,4
9.372601,-0.19175951,11.380997,0
9.637066,8.932198,2.165532,9
14.172219,6.690094,2.6198854,1
15.307867,6.757148,6.0178556,1
6.9751277,5.117459,7.903418,2
8.745732,10.070317,3.2777176,4
10.860221,3.7956293,6.338868,3
7.5534163,5.713855,7.0187483,2
10.863456,9.0124855,2.0675535,7
9.005409,6.0601454,5.950741,3
10.051093,3.4585035,1.812298,8
4.9906163,-2.853918,6.3588557,6
12.804452,10.990304,-2.4462366,9
9.676575,-0.37782678,9.952684,0
11.790209,1.749437,3.662239,5
7.73577,-0.7913762,6.211671,6
9.616292,-0.28939393,10.324505,0
10.857487,10.788536,2.4387836,7
7.451442,-1.0182731,6.5687785,6
14.660262,8.37247,5.4250107,1
9.2704935,3.2943301,2.6679938,8
11.257286,12.3321085,1.0276579,7
10.198411,9.024655,2.1447158,9
10.458622,4.950266,5.0133195,3
11.996185,12.842011,0.049614724,9
9.064168,4.318163,3.3806212,8
11.465885,2.2029622,2.986494,5
9.26647,4.3727627,4.297878,9
11.105829,4.005604,6.0812273,3
9.682016,3.6457102,6.8376746,3
8.903029,-0.5746989,11.385185,0
10.604558,12.234528,0.6289209,7
12.731828,11.796471,-1.4123342,4
11.119636,12.718907,0.9415585,9
9.953641,4.2116804,2.0877578,8
7.729213,-1.2471125,10.8757925,0
12.48054,12.1346855,-0.77545214,9
7.1154046,10.502429,3.591123,4
15.842625,4.5882125,3.3589115,1
6.522509,10.500915,3.0978746,4
9.721591,8.436151,1.9241177,4
9.498922,1.917925,4.921197,6
9.131001,-0.09709897,11.356729,0
7.2578926,9.678318,2.6668854,4
11.939971,2.4817386,2.3157508,5
5.1163077,-3.670824,5.1520925,6
14.986484,7.257639,3.9379952,1
6.892341,-0.9073765,10.97364,0
9.177365,-1.0100867,9.818735,0
14.955872,7.8017015,6.8461986,1
12.327611,10.7233925,-3.110386,7
15.771195,8.206338,6.4008107,1
5.0112433,-2.9621186,6.230886,6
10.414629,4.490913,5.677333,3
9.501972,-0.5235028,10.404751,0
7.1647167,5.7914443,8.038064,2
14.464519,6.9786468,3.1938221,1
16.248472,5.5465155,4.349913,1
12.7598505,11.22742,-2.1053588,7
8.88205,-1.2324114,9.682007,9
