X,Y,Z,Digit
3.152723,8.333026,3.315232,5
-1.8544791,8.388424,11.247851,0
3.4593444,0.28295115,4.456377,4
-3.793087,1.6122062,5.3936105,1
2.4744236,-2.504305,-0.47364944,9
3.961483,5.9296017,8.73027,2
-1.7336943,-0.9089881,10.005469,1
2.5368814,7.769448,3.5333138,3
-1.8832148,-1.0784293,8.587786,1
0.21686968,0.66715944,4.628241,4
2.273964,7.8471084,4.714684,3
-3.0703003,7.0923376,3.5436633,5
2.9885967,4.743909,4.9299912,3
1.3619494,14.023652,7.8253937,6
-2.4119484,-1.2596543,8.815017,1
1.0938162,0.15290597,-3.5600104,7
3.1378317,5.3940315,9.767691,2
-0.9748854,6.721422,1.3845096,8
-0.46556693,10.883514,7.039488,6
1.0726783,0.26846126,-3.90895,9
2.9634576,4.609125,4.8343754,4
-1.8346823,7.687448,11.296713,0
0.4385389,0.43374443,2.415965,9
-3.7731683,1.6370754,5.3939996,1
-2.8516958,0.95814097,8.918869,1
4.545053,5.8357396,7.4556074,2
1.300727,-1.140205,3.327921,4
2.6704373,7.614091,3.906127,3
3.6238418,1.0734531,5.9709992,2
-0.046590436,0.90177715,1.6643891,7
2.475674,4.799069,4.4953895,3
-1.4939978,6.801711,1.5784864,8
1.6453319,13.587024,8.604595,6
0.840631,1.488683,-4.247678,9
-2.4279637,8.564645,10.216104,0
-2.5323076,7.83214,4.121569,5
-0.2706136,10.842521,7.640006,6
-2.293212,8.293959,10.528347,0
0.78925943,-0.71778053,0.35959917,7
-0.16720058,11.074189,7.971964,6
-2.61513,-0.41577256,7.793719,1
-0.49443486,6.9616847,1.8303214,8
0.8364708,-1.5123855,-1.4579452,7
0.38403714,0.46788827,2.0255442,9
1.8834387,5.8004155,3.293455,3
1.3715078,-1.4753832,-2.7898173,9
0.24138841,6.0048237,2.2536006,8
-2.5987654,6.913891,3.8896186,5
1.3276109,6.2017064,2.984215,9
2.4888473,7.4060235,3.453314,3
1.9684155,7.4194365,5.096271,3
-1.3521556,7.9713597,11.490253,0
1.2725186,-1.0082604,-1.142166,7
1.0659477,0.24003384,-3.9010034,4
1.5319288,-1.9479272,-1.8679014,9
-1.1626143,5.890684,1.7243872,8
-0.43749723,8.924748,11.497757,0
1.0683682,-0.4660899,-3.458596,9
2.4881697,-0.9270435,4.645924,4
-4.4611554,3.1926022,7.3634596,1
2.9129438,0.14195666,4.696319,4
0.14746214,0.8106298,2.9111743,4
-0.290394,8.452441,5.0373497,6
-1.8284444,7.749984,11.49378,0
1.8106912,0.06458888,4.5602217,4
-3.1461394,6.8627806,3.087763,5
1.4274572,14.566813,7.327492,6
-3.7982106,0.5714525,6.834887,1
0.17204946,8.958657,12.048289,0
-1.6770933,9.205954,10.161504,0
-2.0876503,-0.011922351,9.466814,1
-0.199187,1.811669,-4.5458245,7
-3.1067982,-0.533651,9.42177,1
1.6801081,13.802469,8.467183,6
2.084062,6.637171,3.6015506,3
-2.028063,8.4754095,10.636442,0
4.4265585,4.951908,7.6349607,2
-3.7673998,1.1299872,5.8822327,1
-4.444115,2.2191455,8.22826,1
0.9227716,1.2056468,-4.116216,7
-1.327901,9.336475,10.115668,9
-2.2242422,8.526171,10.583536,0
4.803774,6.1601024,8.670729,2
1.5496215,13.624569,8.456401,6
1.0616628,-1.0281111,-0.74206257,7
-0.62658423,6.5804453,1.7337849,8
2.744877,4.8685856,4.682592,3
1.137258,0.071095884,-3.5793056,9
-0.7963394,9.001508,11.276245,0
0.85771763,1.0714185,3.8738034,4
1.2586777,14.396422,7.2494674,6
-0.16139027,1.7901909,-4.5105352,7
2.2252018,-1.1358305,4.747612,4
-0.3114512,11.080503,7.675399,6
-0.50414073,6.2722054,1.4818833,8
-2.0748808,8.459578,10.342477,0
0.8594496,-1.2581275,-1.7056605,7
-0.9375135,6.4699726,1.6498048,8
1.9851607,6.6984086,3.640663,3
-3.6884065,1.1444039,5.9011474,1
2.579662,-1.6808854,3.9460955,5
1.7956583,-0.24111176,-0.9815201,7
-2.7811487,-0.7172603,9.612012,1
1.0488684,-0.46725297,-2.7817245,7
-1.730321,-1.4401412,9.984005,1
-4.402739,2.4808092,7.9832506,1
0.070921764,10.812898,7.9455338,6
2.9885464,8.396158,4.4960685,3
0.19872198,8.912323,12.100059,0
4.6636453,3.8034387,11.382143,2
3.8219333,-1.2949617,4.617485,9
3.3371248,8.569786,3.8584583,3
-2.510292,0.4881523,9.194068,1
-4.9425135,2.8399317,7.787879,1
-0.57146025,8.460893,12.719975,0
0.68560755,0.41966936,3.958732,4
1.8139743,-2.3026376,-1.2328353,9
3.9769201,5.759673,8.857749,2
-1.6205096,9.0277815,11.0106735,0
-1.9213735,7.4344554,11.481293,0
3.4519897,4.8259,7.419493,2
-0.57265604,8.599015,12.72711,0
5.0869646,6.722588,9.2682905,2
-0.30810124,1.755999,-4.5104585,7
