X,Y,Z,Digit
11.875437,1.4565438,10.795424,0
12.153963,3.5497596,9.551738,0
11.590876,4.744776,9.269706,0
11.15476,5.633015,8.749926,0
11.204282,5.0476527,8.77916,0
11.138957,4.5342827,8.680752,0
11.174479,4.357995,8.693578,0
11.164687,4.886059,8.774748,0
10.332497,7.153955,8.078586,1
10.297477,7.405661,7.98729,1
10.315205,7.795636,7.7482324,1
9.967889,8.857268,7.1737003,1
9.591365,9.217842,7.1031017,1
9.174328,10.277754,6.723631,1
9.125268,10.628218,6.55255,1
9.097141,10.593892,6.538549,1
8.906109,9.571258,6.999756,1
9.488433,7.7124734,7.9269133,1
11.007055,3.9642613,9.221667,0
11.464828,2.933323,10.707108,0
11.267735,3.6969814,9.995706,0
11.342882,3.355433,9.901664,0
11.161295,2.5725894,10.170322,0
11.473395,1.3911331,11.156642,0
11.803359,2.4163518,10.424044,0
11.541736,2.3844128,10.688621,0
11.50311,2.3867693,10.704335,0
11.323547,2.475884,10.753919,0
11.27373,2.354482,10.855344,0
11.62177,2.9549148,10.561127,0
11.681353,3.1760619,10.26836,0
11.859123,3.3570411,9.807218,0
11.801441,3.6261635,9.6426525,0
11.215661,4.6427994,9.733475,0
11.011929,4.4515553,10.024415,0
11.035508,4.47053,9.940295,0
10.900389,4.01598,9.8582115,0
11.148412,3.2232223,10.295488,0
11.069889,3.8398411,10.282792,0
11.138657,4.2417083,10.076199,0
11.109431,4.5287533,9.880796,0
11.099315,5.6239896,9.253598,0
10.878549,6.0535746,8.661345,0
10.723103,7.5624604,7.304002,1
9.548565,8.817669,5.9108386,1
9.876433,7.328903,7.4438286,1
10.594599,5.800948,8.221292,0
9.652243,9.232844,7.6849566,0
9.337623,10.967811,5.6044226,0
9.103952,11.113343,5.545867,0
7.7381353,10.434124,4.324201,1
6.8924594,9.904611,3.290069,1
6.319579,10.063519,2.8389556,1
6.182148,10.065035,2.7816753,1
11.31468,0.91118276,11.041809,0
12.127305,1.7346438,10.658962,0
12.215194,3.435284,9.59289,0
12.089269,3.8638325,9.441829,0
11.123775,4.5128164,8.771954,0
11.038317,4.3825026,8.758107,0
11.067066,4.3468723,8.825828,0
11.054974,4.415296,8.894584,0
11.166505,4.749537,8.87404,0
10.265186,7.2653494,8.083019,1
10.077932,7.993054,7.952394,1
10.079702,8.163906,7.892046,1
10.072523,8.222557,7.903866,1
10.0138035,8.337311,7.7680492,1
9.622639,10.95785,5.972302,1
9.416147,11.160348,5.9853005,1
8.470116,10.550156,5.090937,1
8.153254,10.280932,4.855148,1
2.81131,6.1039805,6.477372,1
